sentence_split_ID,sentence_split_text
6_6317f57c9146592c3aef3ab5808b175f75ae252eca846c534e264e7d3131ca9a,plus access guest floor room key required helping make single traveler feel safe.the meeting rooms spacious hotel staff kept refreshments aplenty.breakfast lunch day restaurant unexpected gourmet treat elegant normally required informal meals
7_6317f57c9146592c3aef3ab5808b175f75ae252eca846c534e264e7d3131ca9a,restaurant spectacular view puget sound sky clear olympic mountains
8_6317f57c9146592c3aef3ab5808b175f75ae252eca846c534e264e7d3131ca9a,view easily seen seating area.the bar area menu did n't eat bar large cozy decor.the concierge friendly helpful
9_6317f57c9146592c3aef3ab5808b175f75ae252eca846c534e264e7d3131ca9a,night reservation cutter restaurant making sure restaurant provide complimentary transportation return hotel
10_6317f57c9146592c3aef3ab5808b175f75ae252eca846c534e264e7d3131ca9a,restaurant given appetizer courtesy concierge
11_6317f57c9146592c3aef3ab5808b175f75ae252eca846c534e264e7d3131ca9a,needed 4:15am town car pick airport day concierge booked company saving 15 affordable transportation internet.my disappointment business center small 6 fee use
12_6317f57c9146592c3aef3ab5808b175f75ae252eca846c534e264e7d3131ca9a,hotels offer complimentary service
13_6317f57c9146592c3aef3ab5808b175f75ae252eca846c534e264e7d3131ca9a,maybe seattle hilton change soon
14_6317f57c9146592c3aef3ab5808b175f75ae252eca846c534e264e7d3131ca9a,thanks great nights slept
0_662282d4398dad1f038b2f7c9a4eb0d1ed595db3eb33fd984ec033223a3e4206,good location average rooms great exec lounge stayed daughters downtown hilton property night holiday weekend
1_662282d4398dad1f038b2f7c9a4eb0d1ed595db3eb33fd984ec033223a3e4206,nice view bay buildings got way
2_662282d4398dad1f038b2f7c9a4eb0d1ed595db3eb33fd984ec033223a3e4206,desk staff polite helpful did treat older guests little disrespect
3_662282d4398dad1f038b2f7c9a4eb0d1ed595db3eb33fd984ec033223a3e4206,parking joke 26.00 nite
4_662282d4398dad1f038b2f7c9a4eb0d1ed595db3eb33fd984ec033223a3e4206,positive executive lounge little cramped offered free drinks appetizers everynight 5 9pm exec concierge helpful
5_662282d4398dad1f038b2f7c9a4eb0d1ed595db3eb33fd984ec033223a3e4206,dinner salty included complimentary limo ride hilton big win kids
6_662282d4398dad1f038b2f7c9a4eb0d1ed595db3eb33fd984ec033223a3e4206,stay points business money look booking
0_578bf359ad53ab3d34e6c5bb6ecfd16a47f55092c5077fd3039908296f846356,stay plenty nice hotels seattle
1_578bf359ad53ab3d34e6c5bb6ecfd16a47f55092c5077fd3039908296f846356,not
2_578bf359ad53ab3d34e6c5bb6ecfd16a47f55092c5077fd3039908296f846356,terrible stay bellman lost luggage phones did n't work dirty sheets letter manager answered acknowledged
3_578bf359ad53ab3d34e6c5bb6ecfd16a47f55092c5077fd3039908296f846356,better staying
0_f7e5d54e84b4d679c09b2a4193902551821fe8ca7fa972a9741de881ba5b05f9,average facilities need overhaul feel dated
1_f7e5d54e84b4d679c09b2a4193902551821fe8ca7fa972a9741de881ba5b05f9,service ok. reason stay good rate need central location
0_432487d4410aa2a78e57467c019e2ca4da4f1ac46b737e2d30a64646e898f00c,no miss hotel vanish no miss
1_432487d4410aa2a78e57467c019e2ca4da4f1ac46b737e2d30a64646e898f00c,hotel far jewel hilton family crown
2_432487d4410aa2a78e57467c019e2ca4da4f1ac46b737e2d30a64646e898f00c,long-in-the-tooth
3_432487d4410aa2a78e57467c019e2ca4da4f1ac46b737e2d30a64646e898f00c,room carpet pronounced grease stain temperature difficult control
4_432487d4410aa2a78e57467c019e2ca4da4f1ac46b737e2d30a64646e898f00c,room pooly lit
5_432487d4410aa2a78e57467c019e2ca4da4f1ac46b737e2d30a64646e898f00c,taking elevators thrill ride half time floor number display elevator did n't work missed digit elevator rocket past floor open inner doors motion floor making paticularly worrisome small child
6_432487d4410aa2a78e57467c019e2ca4da4f1ac46b737e2d30a64646e898f00c,interior elevator doors scratched grafitti
7_432487d4410aa2a78e57467c019e2ca4da4f1ac46b737e2d30a64646e898f00c,businessman continental breakfast place twice making play detective morning
8_432487d4410aa2a78e57467c019e2ca4da4f1ac46b737e2d30a64646e898f00c,breakfast held tiniest conference rooms gym.internet service room off-line refunds offered ask specifically.the parking garage horrendous caution not rent large long vehicle make u-turn required second floor.chances staying zero
0_7967891e77542583b76fab8948d2a09fc480043ee419ef16ec72fdcf67972f38,excellent choice great choice stay close airport right street
1_7967891e77542583b76fab8948d2a09fc480043ee419ef16ec72fdcf67972f38,room lovely price right booked hotels
2_7967891e77542583b76fab8948d2a09fc480043ee419ef16ec72fdcf67972f38,room quiet offered
3_7967891e77542583b76fab8948d2a09fc480043ee419ef16ec72fdcf67972f38,just aware parking 15.00 overnight
0_d1de7e1645c7e0f29fd09a1d563029ff2b9b9150666103c97605c55404f198c1,posh hotel husband stayed hilton seattle september 2003 night really liked
1_d1de7e1645c7e0f29fd09a1d563029ff2b9b9150666103c97605c55404f198c1,stayed queen room bed
2_d1de7e1645c7e0f29fd09a1d563029ff2b9b9150666103c97605c55404f198c1,bed linens wall paper furniture bathroom really nice
3_d1de7e1645c7e0f29fd09a1d563029ff2b9b9150666103c97605c55404f198c1,nice view
4_d1de7e1645c7e0f29fd09a1d563029ff2b9b9150666103c97605c55404f198c1,centrally located
5_d1de7e1645c7e0f29fd09a1d563029ff2b9b9150666103c97605c55404f198c1,reserved room hotwire.com room 100
0_9604d91e5ceb61d6c89eacba09e041c736f149aa623625ff0afce4626f91a9a8,ok price people agree hotel ok price
1_9604d91e5ceb61d6c89eacba09e041c736f149aa623625ff0afce4626f91a9a8,reason given 4 instead 3 points think having returned 4 week united states trip hotel average prize charge. 99 high season people including average breakfast located not far downtown seattle sounds like pretty good deal me.the location really convenient just short walk space needle air train directly seattle.the staff helpful friendly complimentary wireless internet available coffee tea lobby.the rooms clean way small
2_9604d91e5ceb61d6c89eacba09e041c736f149aa623625ff0afce4626f91a9a8,basically crawl bed reach far room
3_9604d91e5ceb61d6c89eacba09e041c736f149aa623625ff0afce4626f91a9a8,hotel slowest elevator seen convenience location prize just beats small downsides
0_3df5fc2bb1fbbbb71c987de97c7e8125c76bd905145556053f197de6519e8f99,just fine make minute trip seattle conventions going closest hotel downtown area
1_3df5fc2bb1fbbbb71c987de97c7e8125c76bd905145556053f197de6519e8f99,arrive dingy 70 exterior does n't lot ease mind nor does location room things improve
2_3df5fc2bb1fbbbb71c987de97c7e8125c76bd905145556053f197de6519e8f99,newly renovated clean
3_3df5fc2bb1fbbbb71c987de97c7e8125c76bd905145556053f197de6519e8f99,bed quite comfortable room quiet despite facing busy street
4_3df5fc2bb1fbbbb71c987de97c7e8125c76bd905145556053f197de6519e8f99,rooms quite small live nyc used tight quarters did n't really bother
5_3df5fc2bb1fbbbb71c987de97c7e8125c76bd905145556053f197de6519e8f99,breakfast room makes high school cafeteria feel like ritz depressing start day skip talk walk belltown proper cup coffee kind breakfast want.totally acceptable motel edge town
0_2a120623117e646a0f28d716fe276d6767423a98c0b590c758e93af1afbee168,ok just need clean space sleep just finished 5-night stay comfort suites downtown seattle moved hotel road night heading home
1_2a120623117e646a0f28d716fe276d6767423a98c0b590c758e93af1afbee168,boy surprised difference hotel facility
2_2a120623117e646a0f28d716fe276d6767423a98c0b590c758e93af1afbee168,stayed quality inn/suites past far favorite
3_2a120623117e646a0f28d716fe276d6767423a98c0b590c758e93af1afbee168,quality inns/suites not comfort inns/suites operated hotel family chain expect equivalent similar quality standard especially hotels 300 feet away
4_2a120623117e646a0f28d716fe276d6767423a98c0b590c758e93af1afbee168,despite quality inn/suites downtown seattle offers clean basic rooms maybe 5-10 pricing somewhat run-down facility bear-cave feel small dark old
5_2a120623117e646a0f28d716fe276d6767423a98c0b590c758e93af1afbee168,guess just want simple basic place stay day budget conscious q hotel seattle okay choice
6_2a120623117e646a0f28d716fe276d6767423a98c0b590c758e93af1afbee168,mediocre overall upgrades definitely needed hotel
0_653ba193a8c3b6cafdf933ced374f026fcb51d3adaf799368393d0d1e3b58b92,seattle stay quality inn suites seattle located blocks seattle center home space needle
1_653ba193a8c3b6cafdf933ced374f026fcb51d3adaf799368393d0d1e3b58b92,area originally built 1962 world fair
2_653ba193a8c3b6cafdf933ced374f026fcb51d3adaf799368393d0d1e3b58b92,area appears offices t.v
3_653ba193a8c3b6cafdf933ced374f026fcb51d3adaf799368393d0d1e3b58b92,stations
4_653ba193a8c3b6cafdf933ced374f026fcb51d3adaf799368393d0d1e3b58b92,did walk blocks restaurants food court center house near space needle
5_653ba193a8c3b6cafdf933ced374f026fcb51d3adaf799368393d0d1e3b58b92,monorail seattle center runs westlake center mall plenty shopping restaurants.the hotel built fair added years ago recently rooms updated
6_653ba193a8c3b6cafdf933ced374f026fcb51d3adaf799368393d0d1e3b58b92,room small adults sightseeing time fine
7_653ba193a8c3b6cafdf933ced374f026fcb51d3adaf799368393d0d1e3b58b92,room 2 double beds included microwave refrigerator
8_653ba193a8c3b6cafdf933ced374f026fcb51d3adaf799368393d0d1e3b58b92,bathroom updated marble floor new fixtures
9_653ba193a8c3b6cafdf933ced374f026fcb51d3adaf799368393d0d1e3b58b92,staff friendly helpful hotel clean
10_653ba193a8c3b6cafdf933ced374f026fcb51d3adaf799368393d0d1e3b58b92,hotel stay room quiet
11_653ba193a8c3b6cafdf933ced374f026fcb51d3adaf799368393d0d1e3b58b92,hotel busy highway
12_653ba193a8c3b6cafdf933ced374f026fcb51d3adaf799368393d0d1e3b58b92,window closed noise not problem
13_653ba193a8c3b6cafdf933ced374f026fcb51d3adaf799368393d0d1e3b58b92,parking free hotel great downtown hotel stalls limited
14_653ba193a8c3b6cafdf933ced374f026fcb51d3adaf799368393d0d1e3b58b92,serve nice breakfast near pool area
15_653ba193a8c3b6cafdf933ced374f026fcb51d3adaf799368393d0d1e3b58b92,breakfast room fills quickly earlier better
16_653ba193a8c3b6cafdf933ced374f026fcb51d3adaf799368393d0d1e3b58b92,area hotel not tourist friendly thought hotel bargain
17_653ba193a8c3b6cafdf933ced374f026fcb51d3adaf799368393d0d1e3b58b92,115/night 4 adults free breakfast free parking downtown seattle
0_17c7aa7d9cccbcee0e57d3f9c9f4a7049c0baca8f2f4e5494a194e28cb332718,left hand does n't know right doing desk clerks not helpful getting type room booked 4 month advance.the maids baggage handlers courteous helpful.ricky desk clerk know doing.the pool closed nights promises open soon.double room did not book nicer queen bed room did book
0_66933e5971b8a6c234730fa051f7defddde97575b43fbe560decb1b60d6c4534,ok price older hotel somewhat run
1_66933e5971b8a6c234730fa051f7defddde97575b43fbe560decb1b60d6c4534,check quick
2_66933e5971b8a6c234730fa051f7defddde97575b43fbe560decb1b60d6c4534,room king bed small
3_66933e5971b8a6c234730fa051f7defddde97575b43fbe560decb1b60d6c4534,a/c noisy
4_66933e5971b8a6c234730fa051f7defddde97575b43fbe560decb1b60d6c4534,good breakfast dining area grungy looking.hotel plus convenient space needle.their transport safeco field small shuttle bus told handle 14 passengers
5_66933e5971b8a6c234730fa051f7defddde97575b43fbe560decb1b60d6c4534,realizing not hold crowd waiting hotel cab saw shuttle 35 minute wait
6_66933e5971b8a6c234730fa051f7defddde97575b43fbe560decb1b60d6c4534,slow trip game rush hour n't shuttle make trips forth
0_75fb0eb47fcc629d4e5ec06a5ced439737aac1c36f141afda939637d7d97cf7d,avoid costs place nightmare
1_75fb0eb47fcc629d4e5ec06a5ced439737aac1c36f141afda939637d7d97cf7d,understaffed messy
2_75fb0eb47fcc629d4e5ec06a5ced439737aac1c36f141afda939637d7d97cf7d,arrived 10 pm guests deep desk telephone continually ringing employee
3_75fb0eb47fcc629d4e5ec06a5ced439737aac1c36f141afda939637d7d97cf7d,later lone employee hired week ago
4_75fb0eb47fcc629d4e5ec06a5ced439737aac1c36f141afda939637d7d97cf7d,room clean medicinal smell cleaning fluids overwhelming
5_75fb0eb47fcc629d4e5ec06a5ced439737aac1c36f141afda939637d7d97cf7d,hallways elevator dirty littered
6_75fb0eb47fcc629d4e5ec06a5ced439737aac1c36f141afda939637d7d97cf7d,place absolutely no appeal not close worth 140.00 night
0_800a5ed482c23299fe6e248b2be0072060e579cc42bdefab0d7f592cff5fd340,great location parking expensive loved location modern clean comfort amenities staff service value got 140 hotwire
1_800a5ed482c23299fe6e248b2be0072060e579cc42bdefab0d7f592cff5fd340,definitely stay recommend friends.it located right retail core 6 blocks pike place market 5 minutes definite
2_800a5ed482c23299fe6e248b2be0072060e579cc42bdefab0d7f592cff5fd340,major chain stores restaurants movie theatres doorstep
3_800a5ed482c23299fe6e248b2be0072060e579cc42bdefab0d7f592cff5fd340,wireless internet flatscreen lcd room terminals free hotel guests locared right lobby new fitness centre just opened.parking expensive 38 day valet jockey did suggest alternative self-park lot nearby 10
4_800a5ed482c23299fe6e248b2be0072060e579cc42bdefab0d7f592cff5fd340,raining tired used hotel valet
5_800a5ed482c23299fe6e248b2be0072060e579cc42bdefab0d7f592cff5fd340,n't drive shuttle airport 11 way
0_6bb4d8559c58a6ccfe2f0aeb0e27e8a2f03e25df05ffa9d417ada1f4d65bcfa6,great hotel great location
1_6bb4d8559c58a6ccfe2f0aeb0e27e8a2f03e25df05ffa9d417ada1f4d65bcfa6,stayed august round world trip
2_6bb4d8559c58a6ccfe2f0aeb0e27e8a2f03e25df05ffa9d417ada1f4d65bcfa6,hotel great central location tour boeing factory left lobby
3_6bb4d8559c58a6ccfe2f0aeb0e27e8a2f03e25df05ffa9d417ada1f4d65bcfa6,hotel little shop souveniers necessities food toiletries check fast easy
4_6bb4d8559c58a6ccfe2f0aeb0e27e8a2f03e25df05ffa9d417ada1f4d65bcfa6,room spacious mini bar locked unless asked key clean
5_6bb4d8559c58a6ccfe2f0aeb0e27e8a2f03e25df05ffa9d417ada1f4d65bcfa6,iron ironing board hair dryer starbucks coffee available room
6_6bb4d8559c58a6ccfe2f0aeb0e27e8a2f03e25df05ffa9d417ada1f4d65bcfa6,housekeeping make beds day wo n't change linen unless place card bed
7_6bb4d8559c58a6ccfe2f0aeb0e27e8a2f03e25df05ffa9d417ada1f4d65bcfa6,free internet available lobby room approx 10 24 hours
8_6bb4d8559c58a6ccfe2f0aeb0e27e8a2f03e25df05ffa9d417ada1f4d65bcfa6,minor thing rooms close doors noisy people come
9_6bb4d8559c58a6ccfe2f0aeb0e27e8a2f03e25df05ffa9d417ada1f4d65bcfa6,definitely stay
0_6d1185ed32942de88110f38d4b0d5fec6c69d1e98f2b933d70a65507a226daeb,great service location great hotel
1_6d1185ed32942de88110f38d4b0d5fec6c69d1e98f2b933d70a65507a226daeb,location amazing
2_6d1185ed32942de88110f38d4b0d5fec6c69d1e98f2b933d70a65507a226daeb,able walk safeco field bit walk public market shopping
3_6d1185ed32942de88110f38d4b0d5fec6c69d1e98f2b933d70a65507a226daeb,chose walk sapce needle easily monorail couple blocks away.the rooms nice clean comfortable.the problem parking
4_6d1185ed32942de88110f38d4b0d5fec6c69d1e98f2b933d70a65507a226daeb,self parking consisted public lots property 38 valet parking
5_6d1185ed32942de88110f38d4b0d5fec6c69d1e98f2b933d70a65507a226daeb,no park just check valets ask valet car immediately ask leave.if looking drinks friends stay away hotel lounge
6_6d1185ed32942de88110f38d4b0d5fec6c69d1e98f2b933d70a65507a226daeb,way overpriced drinks really watered
7_6d1185ed32942de88110f38d4b0d5fec6c69d1e98f2b933d70a65507a226daeb,despite parking hotel lounge great place stay
0_5e365acc0f39daad04e3c01fcd6f11380e65184c66f9db5e196538c190f1fd7d,nice stay sheraton stayed sheraton nights july seattle area business
1_5e365acc0f39daad04e3c01fcd6f11380e65184c66f9db5e196538c190f1fd7d,assigned club floor room pike st. tower
2_5e365acc0f39daad04e3c01fcd6f11380e65184c66f9db5e196538c190f1fd7d,pike st. tower older rooms corridors quite clean fresh.i happened 34th floor just fitness center pool 35th floor renovation
3_5e365acc0f39daad04e3c01fcd6f11380e65184c66f9db5e196538c190f1fd7d,quite bit drilling/jack hammering going 9:00am 4:00pm annoying n't going 6am.a temporary fitness facility setup newer tower does job.the room comfortable nice large flat panel television plenty space spread
4_5e365acc0f39daad04e3c01fcd6f11380e65184c66f9db5e196538c190f1fd7d,hotel staff friendly check-in process quick efficient.the location great plenty shopping restaurants quick walk doors
5_5e365acc0f39daad04e3c01fcd6f11380e65184c66f9db5e196538c190f1fd7d,stayed westin seattle year sheraton location nicer.all pleasant stay
0_5dc09cdb5b4654d92c7682f604bfbe2cfd44cf368d9ab7f08ab8bc5631e21864,great priceline rate large room live seattle suburb wanted stay downtown wedding
1_5dc09cdb5b4654d92c7682f604bfbe2cfd44cf368d9ab7f08ab8bc5631e21864,selected 4 star downtown seattle priceline 99
2_5dc09cdb5b4654d92c7682f604bfbe2cfd44cf368d9ab7f08ab8bc5631e21864,reservation accurate no problems check
3_5dc09cdb5b4654d92c7682f604bfbe2cfd44cf368d9ab7f08ab8bc5631e21864,given king bed old tower
4_5dc09cdb5b4654d92c7682f604bfbe2cfd44cf368d9ab7f08ab8bc5631e21864,room large comfortable bed
5_5dc09cdb5b4654d92c7682f604bfbe2cfd44cf368d9ab7f08ab8bc5631e21864,duvet traditional old blanket
6_5dc09cdb5b4654d92c7682f604bfbe2cfd44cf368d9ab7f08ab8bc5631e21864,knows washed surprised high end chain hotel
7_5dc09cdb5b4654d92c7682f604bfbe2cfd44cf368d9ab7f08ab8bc5631e21864,motel like feature rough towels
8_5dc09cdb5b4654d92c7682f604bfbe2cfd44cf368d9ab7f08ab8bc5631e21864,valet parking 35 wired internet 10
0_1381b5d4d6d6b2dd41e00f074fcd5e7f24e9a458ed2906c22fcb5d58ffeb3a56,great location reservation mixup great hotel superb location
1_1381b5d4d6d6b2dd41e00f074fcd5e7f24e9a458ed2906c22fcb5d58ffeb3a56,new tower attend conference
2_1381b5d4d6d6b2dd41e00f074fcd5e7f24e9a458ed2906c22fcb5d58ffeb3a56,facilities superb food excellent
3_1381b5d4d6d6b2dd41e00f074fcd5e7f24e9a458ed2906c22fcb5d58ffeb3a56,mixup fact extended original reservation definately recommend hotel
0_ad3de1013dd69f4e8543c67370588b4a5686ee2c7ef7dcaac402ec73a65a9484,book priceline reviewers suggested place 100 night priceline
1_ad3de1013dd69f4e8543c67370588b4a5686ee2c7ef7dcaac402ec73a65a9484,easily accomadated request king room new tower
2_ad3de1013dd69f4e8543c67370588b4a5686ee2c7ef7dcaac402ec73a65a9484,beautiful hotel perfect location
3_ad3de1013dd69f4e8543c67370588b4a5686ee2c7ef7dcaac402ec73a65a9484,walked took ferry bainbridge bus locks ballard
4_ad3de1013dd69f4e8543c67370588b4a5686ee2c7ef7dcaac402ec73a65a9484,nobody renting car stay
5_ad3de1013dd69f4e8543c67370588b4a5686ee2c7ef7dcaac402ec73a65a9484,bus downtown airport 1.50 person takes 1/2 hour
6_ad3de1013dd69f4e8543c67370588b4a5686ee2c7ef7dcaac402ec73a65a9484,parking expensive downtown hotel used use public transport
0_c5533ab7db430b6668f23651abafea69f30e488a220532b25b591afcf96e03c1,not impressive
1_c5533ab7db430b6668f23651abafea69f30e488a220532b25b591afcf96e03c1,husband attending conference hotel chose stay directly hotel conference
2_c5533ab7db430b6668f23651abafea69f30e488a220532b25b591afcf96e03c1,days spent alexis absolutely gorgeous
3_c5533ab7db430b6668f23651abafea69f30e488a220532b25b591afcf96e03c1,booked directly sheraton website unable accommodate room newly refurbished section hotel unless chose room double beds
4_c5533ab7db430b6668f23651abafea69f30e488a220532b25b591afcf96e03c1,room good sized drab
5_c5533ab7db430b6668f23651abafea69f30e488a220532b25b591afcf96e03c1,bathroom cramped compared alexis offered toiletries provided way perfumey
6_c5533ab7db430b6668f23651abafea69f30e488a220532b25b591afcf96e03c1,say simple pleasure enjoy lotions
7_c5533ab7db430b6668f23651abafea69f30e488a220532b25b591afcf96e03c1,hotel provides
8_c5533ab7db430b6668f23651abafea69f30e488a220532b25b591afcf96e03c1,positive note bed comfortable heater noise minimal
9_c5533ab7db430b6668f23651abafea69f30e488a220532b25b591afcf96e03c1,desk staff nice.they nickel dime
10_c5533ab7db430b6668f23651abafea69f30e488a220532b25b591afcf96e03c1,12/day including tax internet
11_c5533ab7db430b6668f23651abafea69f30e488a220532b25b591afcf96e03c1,break
12_c5533ab7db430b6668f23651abafea69f30e488a220532b25b591afcf96e03c1,spoiled room amenities alexis place stay time
0_2853252406509b760415efeab3e856871754cd62eaea74f919e6a6642aa1c715,sheraton place stay
1_2853252406509b760415efeab3e856871754cd62eaea74f919e6a6642aa1c715,stayed hotel gf easter long weekend
2_2853252406509b760415efeab3e856871754cd62eaea74f919e6a6642aa1c715,central location downtown decided
3_2853252406509b760415efeab3e856871754cd62eaea74f919e6a6642aa1c715,booking easy hotel website really good price stay friday promo 129 great considering star hotel
4_2853252406509b760415efeab3e856871754cd62eaea74f919e6a6642aa1c715,got confirmation number called hotel reserve room union street tower ust newer 2007 slightly shorter 26 floors building opposed pike street tower built 1982 renovated 2004
5_2853252406509b760415efeab3e856871754cd62eaea74f919e6a6642aa1c715,desk said note reservation confirmed checked
6_2853252406509b760415efeab3e856871754cd62eaea74f919e6a6642aa1c715,amazing lobby
7_2853252406509b760415efeab3e856871754cd62eaea74f919e6a6642aa1c715,room perfect
8_2853252406509b760415efeab3e856871754cd62eaea74f919e6a6642aa1c715,end corner floor windows adjacent walls hear ice machine little
9_2853252406509b760415efeab3e856871754cd62eaea74f919e6a6642aa1c715,7th floor facing highway exit not noisy street
10_2853252406509b760415efeab3e856871754cd62eaea74f919e6a6642aa1c715,super clean room immaculate bathroom
11_2853252406509b760415efeab3e856871754cd62eaea74f919e6a6642aa1c715,big king bed flat screen plasma note tv guest services local weather celsius
12_2853252406509b760415efeab3e856871754cd62eaea74f919e6a6642aa1c715,totally lucked sunny weekend seattle no
13_2853252406509b760415efeab3e856871754cd62eaea74f919e6a6642aa1c715,downside parking
14_2853252406509b760415efeab3e856871754cd62eaea74f919e6a6642aa1c715,heart downtown pay took reviewer tip did not use hotel 35 day 6pm in-out privilages declared check-in add added
15_2853252406509b760415efeab3e856871754cd62eaea74f919e6a6642aa1c715,instead tried convention centre block north hotel
16_2853252406509b760415efeab3e856871754cd62eaea74f919e6a6642aa1c715,nite parked 6:30pm got car 6:00p day 30
17_2853252406509b760415efeab3e856871754cd62eaea74f919e6a6642aa1c715,second nite parked 9:30pm convention centre closes got car 1:30pm= 22
18_2853252406509b760415efeab3e856871754cd62eaea74f919e6a6642aa1c715,no in-out privilages okay mainly walking downtown
19_2853252406509b760415efeab3e856871754cd62eaea74f919e6a6642aa1c715,good luck
0_6cf9ca00d50813fd3904b105c365adc71e3db90d4a6dc29ed7f8e5354a25e215,relaxing stay great location sheraton hotel prime location heart downtown seattle
1_6cf9ca00d50813fd3904b105c365adc71e3db90d4a6dc29ed7f8e5354a25e215,convenient shopping easy stroll away pike place market
2_6cf9ca00d50813fd3904b105c365adc71e3db90d4a6dc29ed7f8e5354a25e215,stayed hotel times staff professional courteous
3_6cf9ca00d50813fd3904b105c365adc71e3db90d4a6dc29ed7f8e5354a25e215,opening new pine street tower completion lobby renovations added attractiveness hotel
4_6cf9ca00d50813fd3904b105c365adc71e3db90d4a6dc29ed7f8e5354a25e215,room decor comfortable furnishings thought
5_6cf9ca00d50813fd3904b105c365adc71e3db90d4a6dc29ed7f8e5354a25e215,really liked new bliss mandarin mint bath products
0_91614c2306fb971c6d792b52344b13bb2362898caada03e6be4f0e10ccd9d665,nice place good staff clean good location used priceline price got room 2 night stay 101 night
1_91614c2306fb971c6d792b52344b13bb2362898caada03e6be4f0e10ccd9d665,got noon wait 2:30 check held bags just went grabbed lunch
2_91614c2306fb971c6d792b52344b13bb2362898caada03e6be4f0e10ccd9d665,little bit mix-up regarding request king size bed management ended upgrading corner room larger room hdtv king bed did n't charge us.we asked new tower recommended people
3_91614c2306fb971c6d792b52344b13bb2362898caada03e6be4f0e10ccd9d665,nice explored older tower nice
4_91614c2306fb971c6d792b52344b13bb2362898caada03e6be4f0e10ccd9d665,complaint new tower pool/spa/workout area located old tower lobby
5_91614c2306fb971c6d792b52344b13bb2362898caada03e6be4f0e10ccd9d665,knew happy room old tower.free wifi lobby pay room
6_91614c2306fb971c6d792b52344b13bb2362898caada03e6be4f0e10ccd9d665,great room safe
7_91614c2306fb971c6d792b52344b13bb2362898caada03e6be4f0e10ccd9d665,larger laptop hotel locked room spare.the staff professional polite actually knew answers questions asked
8_91614c2306fb971c6d792b52344b13bb2362898caada03e6be4f0e10ccd9d665,place spotless convention going
9_91614c2306fb971c6d792b52344b13bb2362898caada03e6be4f0e10ccd9d665,asked robes happily supplied 2 nice comfy ones no charge.my minuses bed little hard comfy additional fees little things typical hotels seattle
10_91614c2306fb971c6d792b52344b13bb2362898caada03e6be4f0e10ccd9d665,parking 35 day in-room internet 11 day.otherwise nice size rooms good security friendly staff clean employees professional friendly
11_91614c2306fb971c6d792b52344b13bb2362898caada03e6be4f0e10ccd9d665,flying suggest not renting car seattle crazy parking expensive
12_91614c2306fb971c6d792b52344b13bb2362898caada03e6be4f0e10ccd9d665,hotel walking distance attractions space needle monorail couple blocks away happy stay
13_91614c2306fb971c6d792b52344b13bb2362898caada03e6be4f0e10ccd9d665,cab from/to airport 30
14_91614c2306fb971c6d792b52344b13bb2362898caada03e6be4f0e10ccd9d665,generic shuttle runs string different hotels 18 round trip pp
0_d0302892623665bf62705642ac3427557cb153ae20f2ebaa724d9255b15f6341,great hotel stayed sheraton town wedding church reception close hotel
1_d0302892623665bf62705642ac3427557cb153ae20f2ebaa724d9255b15f6341,little did know booked hotel close seattle attractions
2_d0302892623665bf62705642ac3427557cb153ae20f2ebaa724d9255b15f6341,hotel located downtown near shopping
3_d0302892623665bf62705642ac3427557cb153ae20f2ebaa724d9255b15f6341,monterail blocks away space needle
4_d0302892623665bf62705642ac3427557cb153ae20f2ebaa724d9255b15f6341,pike place market throw fish 5 blocks 15 min walk
5_d0302892623665bf62705642ac3427557cb153ae20f2ebaa724d9255b15f6341,did not rent car wanted walking distance.we took taxi hotel sea-tac airport
6_d0302892623665bf62705642ac3427557cb153ae20f2ebaa724d9255b15f6341,15-20 min drive cost 35
7_d0302892623665bf62705642ac3427557cb153ae20f2ebaa724d9255b15f6341,want cheaper bus 10.25 person.we arrived hours check-in time
8_d0302892623665bf62705642ac3427557cb153ae20f2ebaa724d9255b15f6341,not problem room ready
9_d0302892623665bf62705642ac3427557cb153ae20f2ebaa724d9255b15f6341,29th floor beautiful view city
10_d0302892623665bf62705642ac3427557cb153ae20f2ebaa724d9255b15f6341,recommend hotel really liked
11_d0302892623665bf62705642ac3427557cb153ae20f2ebaa724d9255b15f6341,free internet guests
12_d0302892623665bf62705642ac3427557cb153ae20f2ebaa724d9255b15f6341,complaint bathroom sink drain broken service restaurant not good
13_d0302892623665bf62705642ac3427557cb153ae20f2ebaa724d9255b15f6341,definitly stay
0_775933ed1e3f5c1a4837c087806947996e8e65683d609ffa0c1dbea3f4d8e8df,great hotel great location
1_775933ed1e3f5c1a4837c087806947996e8e65683d609ffa0c1dbea3f4d8e8df,stayed mlk weekend really liked hotel
2_775933ed1e3f5c1a4837c087806947996e8e65683d609ffa0c1dbea3f4d8e8df,users recommendations requested room new tower
3_775933ed1e3f5c1a4837c087806947996e8e65683d609ffa0c1dbea3f4d8e8df,flight delayed 2 a.m. pst pulled sheraton
4_775933ed1e3f5c1a4837c087806947996e8e65683d609ffa0c1dbea3f4d8e8df,gentleman working desk entered having difficult time figuring switch new tower
5_775933ed1e3f5c1a4837c087806947996e8e65683d609ffa0c1dbea3f4d8e8df,finally succeeded went room turned gave handicapped room meant having strange bathroom seat shower no counter space railing
6_775933ed1e3f5c1a4837c087806947996e8e65683d609ffa0c1dbea3f4d8e8df,way late energy ask non-handicapped room went sleep
